epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,34705,0.08905,0.08648,0.7631,0.92874,0.90889,0.93724,0.72164,0.94698,0.5602,1.19161,0.0009415,0.0009415,0.0009415
185,34902.7,0.08889,0.08563,0.76354,0.92903,0.90931,0.93721,0.723,0.94744,0.5608,1.19199,0.000892,0.000892,0.000892
186,35101,0.08748,0.08508,0.76324,0.92833,0.90893,0.93715,0.72136,0.94759,0.56178,1.19246,0.0008425,0.0008425,0.0008425
187,35298,0.08593,0.08433,0.76283,0.92834,0.90947,0.93681,0.72193,0.9477,0.56285,1.19281,0.000793,0.000793,0.000793
188,35495.1,0.08385,0.08329,0.76283,0.92798,0.9076,0.93686,0.72092,0.94779,0.56305,1.19323,0.0007435,0.0007435,0.0007435
189,35693.1,0.0827,0.08212,0.76269,0.9278,0.90812,0.9368,0.72186,0.94806,0.56421,1.19378,0.000694,0.000694,0.000694
190,35890.2,0.08127,0.08102,0.76265,0.92787,0.90784,0.93676,0.72238,0.94793,0.5646,1.1941,0.0006445,0.0006445,0.0006445
191,36097.5,0.08089,0.08086,0.76265,0.92778,0.90791,0.93673,0.72172,0.94834,0.56584,1.19462,0.000595,0.000595,0.000595
192,36295.7,0.07873,0.07917,0.76201,0.9279,0.90967,0.93669,0.72098,0.94863,0.56706,1.19519,0.0005455,0.0005455,0.0005455
193,36493.4,0.07821,0.07865,0.76235,0.92726,0.91037,0.93678,0.72177,0.94893,0.56827,1.19562,0.000496,0.000496,0.000496
194,36691,0.07559,0.07764,0.76219,0.92679,0.91067,0.93687,0.7213,0.94993,0.56971,1.19677,0.0004465,0.0004465,0.0004465
195,36888.5,0.07552,0.07722,0.762,0.92672,0.91092,0.93688,0.72119,0.94982,0.57033,1.19728,0.000397,0.000397,0.000397
196,37086,0.0735,0.07616,0.7618,0.92819,0.90895,0.93693,0.72145,0.94996,0.57015,1.19769,0.0003475,0.0003475,0.0003475
197,37283.3,0.07418,0.07595,0.76213,0.92811,0.90873,0.93701,0.72249,0.9505,0.5719,1.19847,0.000298,0.000298,0.000298
198,37481.5,0.07132,0.07433,0.76176,0.9271,0.91019,0.93715,0.72263,0.95075,0.57189,1.19893,0.0002485,0.0002485,0.0002485
199,37679.9,0.06956,0.07301,0.7617,0.92761,0.90903,0.93686,0.72282,0.95083,0.57295,1.19959,0.000199,0.000199,0.000199
200,37878.6,0.06844,0.07271,0.76181,0.92777,0.90833,0.93654,0.72223,0.95153,0.57424,1.20026,0.0001495,0.0001495,0.0001495
